Month,Day,Year,altitude,grossWeight,totalAirTemperatureCelsius,CAS,mach,fmcMach,tempDevC,windKts,turbulence,regime,phase,targetAltitude,tail,selectedFuelFlow1,selectedFuelFlow2
1,1,2024,32964.829865641266,62415.633552106156,-30.869630210386504,248.23854350951683,0.7413515858516788,0.7411436202615,-2.370418162848297,-2.6909436227603223,0.06073686648545909,0.0,1.0,32763.71264921927,Tail_05,3992.3391969639547,3984.827195570623
1,1,2024,34702.93845234047,65175.306106564996,-30.20202401994345,260.2329687405458,0.8091301021341227,0.8115932254089252,-2.0604225972019203,0.6410465370300127,0.07799598496818265,0.0,1.0,34362.481449398896,Tail_05,4630.083312284507,4650.652319520441
1,1,2024,35968.58523144779,61602.04949834362,-37.91327928414046,226.0172187269242,0.7241350376045942,0.725903776249575,-1.940627983668914,1.6551421645564175,0.09068642614562716,0.0,1.0,36461.30018878558,Tail_05,3974.750101533824,3926.379205496008
1,1,2024,39362.395137513995,60805.81699483249,-34.626801747880165,224.45896672280793,0.7797391765393853,0.7780381171446922,-1.6555324789278805,4.6332332790302395,0.08911234720592585,0.0,1.0,39465.645778696846,Tail_05,3880.6299089808927,3901.720462299952
1,1,2024,36810.62065431868,63204.66921574152,-34.60619146025141,237.66412692096588,0.7761143942151824,0.7719308735550522,-1.4400387235433998,4.255834515120322,0.1078959238842974,0.0,1.0,36447.22035543879,Tail_05,4087.934051658358,4105.600322040444
1,1,2024,33212.680057571146,67266.76500014166,-26.354762428703594,266.8816407027712,0.7991886953696087,0.7969726174667454,-1.001360274624979,6.159132790569728,0.12449846583540318,0.0,0.0,36093.17629678853,Tail_05,4533.476810527681,4578.373029223957
1,1,2024,40847.38675586984,73511.97251683277,-35.15550332319495,208.67144357664625,0.7492133096122056,0.7525101633579463,-0.4952801413380345,3.9551168671736945,0.1377186218252506,0.0,2.0,19483.781555053112,Tail_05,4695.2838569752785,4697.619244383587
1,1,2024,40392.84099851434,60192.04905352403,-32.914321644097214,221.37469775053415,0.7861291079982263,0.7767717204716359,-0.4629312622589176,7.84384646175658,0.15958670339762096,0.0,1.0,40687.47739235642,Tail_05,3867.4242806218494,3865.738321809037
1,1,2024,32146.265477224926,61159.707962464934,-22.314376173847023,278.61936446894845,0.8125064796360963,0.8127630475528452,-0.26724121994669126,5.817203106586394,0.16747229985410853,0.0,0.0,34097.80677501815,Tail_05,4690.495256786408,4651.87247734698
1,1,2024,34685.605117601954,72404.6331953267,-30.81117578510188,247.76526002076884,0.7669360643922422,0.764384584755868,-0.29312580986007997,3.3688329753270096,0.3014516191781924,0.0,0.0,35485.901276565324,Tail_05,4496.961291758477,4542.581209342341
1,1,2024,35684.67901227838,70222.56959636942,-31.811195363386048,247.21409067917446,0.7833615561346687,0.7722483580493106,-0.11883359362506016,1.568554914971379,0.30473665045477477,0.0,0.0,37643.79396969279,Tail_05,4445.68142565168,4449.915440468413
1,1,2024,36235.24290832648,68701.09227252976,-32.71951207517972,243.24437177474402,0.78081259023927,0.7924345749853228,0.004733709121682819,-3.06526404782144,0.3654158393519865,0.0,1.0,36532.11720388878,Tail_05,4431.551012228831,4419.770766317998
1,1,2024,38011.4979484187,72634.67390718288,-32.44542490442623,234.5669370878408,0.7858504397184249,0.780776286684427,-0.025601918367890115,-0.13269181455304402,0.3762588951210295,1.0,1.0,38317.5093866354,Tail_05,4578.0200507620075,4557.592915704678
1,1,2024,37020.54067020205,65664.75907166135,-35.362977317946644,225.40887950400378,0.7374648483824309,0.7331057228065557,-0.06527722136664904,0.6055238722553259,0.39593845600943717,1.0,1.0,36881.280308683614,Tail_05,4137.441192300974,4111.973643403068
1,1,2024,30830.831093377186,70770.06034246089,-21.425466789717547,276.5278224682321,0.7824101495272574,0.7727487133843975,-0.3278723831479452,-2.9420161207897175,0.3455504752615988,1.0,1.0,30986.71719500459,Tail_05,4510.783978987893,4439.386995551305
1,1,2024,37049.71891843341,76360.40691967911,-32.07571842680781,243.74041771150982,0.7986194254040331,0.8033777698110198,-0.40162399267903265,-2.018629972375735,0.41694516132911674,1.0,1.0,37424.72313758068,Tail_05,4966.839492930717,4950.355133769127
1,1,2024,35409.51642193625,69418.8642176828,-31.573820028171326,249.14566394929975,0.7850716483616601,0.7843097978050421,-0.5447630327504538,0.1507065306023152,0.3662734176782557,1.0,2.0,19985.74616995326,Tail_05,4412.471724793395,4436.127350787352
1,1,2024,35012.70513975953,74298.2676418292,-27.562163561697275,267.6685700794276,0.835630147528125,0.8299122908352444,-0.6163371042835851,-3.403915985869997,0.33101633712251355,1.0,1.0,34793.13281486266,Tail_05,5959.966683155484,5994.047754204543
1,1,2024,35001.4511832984,66989.57597309756,-33.87872026401914,233.26938529539416,0.7276024885521313,0.7333968756165187,-0.3509883639180933,-1.4055682907633047,0.2944819337873863,1.0,1.0,34601.60532783596,Tail_05,4211.477341756718,4178.064298039691
1,1,2024,36234.35311907626,70904.18430415113,-29.992391572730213,259.67384155547694,0.8346743023940484,0.8366382315398749,-0.5872280486175941,-3.503087021980497,0.26085670819665835,1.0,1.0,35968.08968141795,Tail_05,5695.913582119383,5704.886129403031
